country_unep,household_year,household_region,household_kg_per_capita_year,household_tonnes_year,household_confidence,food_service_year,food_service_kg_per_capita_year,food_service_tonnes_year,food_service_confidence,retail_year,retail_kg_per_capita_year,retail_tonnes_year,retail_confidence,average_temperature,temperature_year,temperature_unit,income_year,income_region,income_group,income_lending_category,gdp_per_capita_year,gdp_per_capita,population_density_year,population_density,tourism_arrivals_year,tourism_arrivals,access_to_electricity_year,access_to_electricity,total_population_year,total_population,total_food_waste_kg_per_capita_year,total_food_waste_tonnes_year,household_share_pct,food_service_share_pct,retail_share_pct,main_contributing_sector,tourists_per_resident,income_rank,population_size_category,temperature_band,gdp_per_capita_category,coverage_score,sector_share_total,log_gdp_per_capita,log_population_density,log_tourism_arrivals,log_total_population
Honduras,2024,Latin America and the Caribbean,90,940257.0,Low Confidence,2024,48,498195.0,Very Low Confidence,2024,13,138956.0,Very Low Confidence,25.4,2024.0,Celsius,2024.0,Latin America & Caribbean,Lower Middle Income,IDA,2024.0,3426.43483328923,2023.0,95.1367503798373,2020.0,669000.0,2023.0,95.6,2024.0,10825703.0,151,1577408.0,59.61,31.58,8.81,Household,0.06,2.0,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,8.139567398356883,4.565771660977527,13.41354083387756,16.197433864380198
Jamaica,2024,Latin America and the Caribbean,86,243364.0,High Confidence,2024,48,134558.0,Very Low Confidence,2024,19,53784.0,Very Low Confidence,26.62,2024.0,Celsius,2024.0,Latin America & Caribbean,Upper Middle Income,IBRD,2024.0,7753.8006955432,2023.0,262.214773776547,2020.0,1329699.95117188,2023.0,97.7,2024.0,2839175.0,153,431706.0,56.37,31.17,12.46,Household,0.47,3.0,Small (1M-10M),Hot (25°C-30°C),Lower-Middle GDP per Capita,9,100.0,8.956067375157007,5.572970329245715,14.100464626172721,14.85902442719332
Martinique,2024,Latin America and the Caribbean,95,34996.0,Very Low Confidence,2024,23,8443.0,Very Low Confidence,2024,14,5327.0,Very Low Confidence,,,,,,,,,,,,,,,,,,132,48766.0,71.76,17.31,10.92,Household,,,,,,2,99.99,,,,
Mexico,2024,Latin America and the Caribbean,105,13368447.0,Medium Confidence,2024,64,8210204.0,Medium Confidence,2024,45,5798641.0,Medium Confidence,22.23,2024.0,Celsius,2024.0,Latin America & Caribbean,Upper Middle Income,IBRD,2024.0,14185.7812248529,2023.0,66.7402757272564,2020.0,51128000.0,2023.0,99.7,2024.0,130861007.0,214,27377292.0,48.83,29.99,21.18,Household,0.39,3.0,Very Large (>100M),Warm (20°C-25°C),Lower-Middle GDP per Capita,9,100.0,9.560065910374933,4.215680917757138,17.74984286987101,18.689646310264784
Montserrat,2024,Latin America and the Caribbean,95,,Very Low Confidence,2024,23,,Very Low Confidence,2024,14,,Very Low Confidence,,,,,,,,,,,,,,,,,,132,,,,,No Data,,,,,,2,,,,,
Nicaragua,2024,Latin America and the Caribbean,90,626538.0,Low Confidence,2024,48,331971.0,Very Low Confidence,2024,13,92593.0,Very Low Confidence,26.52,2024.0,Celsius,2024.0,Latin America & Caribbean,Lower Middle Income,IDA,2024.0,2847.53966339498,2023.0,56.702783779292,2020.0,474000.0,2023.0,88.3,2024.0,6916140.0,151,1051102.0,59.61,31.58,8.81,Household,0.07,2.0,Small (1M-10M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,7.954561743132786,4.055305418091895,13.06896471037963,15.749368513084725
Panama,2024,Latin America and the Caribbean,101,445347.0,Medium Confidence,2024,42,187383.0,Very Low Confidence,2024,15,66407.0,Very Low Confidence,26.04,2024.0,Celsius,2024.0,Latin America & Caribbean,High Income,IBRD,2024.0,19161.2188501596,2023.0,60.1072930709086,2020.0,647000.0,2023.0,97.0,2024.0,4515577.0,158,699137.0,63.7,26.8,9.5,Household,0.14,4.0,Small (1M-10M),Hot (25°C-30°C),Upper-Middle GDP per Capita,9,100.0,9.860695851195572,4.112631221917031,13.380103119076898,15.32304375435837
Paraguay,2024,Latin America and the Caribbean,91,619272.0,Low Confidence,2024,48,322368.0,Very Low Confidence,2024,19,128855.0,Very Low Confidence,25.07,2024.0,Celsius,2024.0,Latin America & Caribbean,Upper Middle Income,IBRD,2024.0,6416.09708970845,2023.0,17.282671943072,2020.0,1077000.0,2023.0,99.8,2024.0,6929153.0,158,1070495.0,57.85,30.11,12.04,Household,0.16,3.0,Small (1M-10M),Hot (25°C-30°C),Lower-Middle GDP per Capita,9,100.0,8.766721127713733,2.9059537229086803,13.889690884643201,15.751248285791892
Peru,2024,Latin America and the Caribbean,88,2983735.0,Medium Confidence,2024,48,1618974.0,Very Low Confidence,2024,19,647124.0,Very Low Confidence,20.93,2024.0,Celsius,2024.0,Latin America & Caribbean,Upper Middle Income,IBRD,2024.0,8452.37167056621,2023.0,26.44188828125,2020.0,1119000.0,2023.0,96.2,2024.0,34217848.0,155,5249833.0,56.83,30.84,12.33,Household,0.03,3.0,Medium (10M-50M),Warm (20°C-25°C),Lower-Middle GDP per Capita,9,100.0,9.042320655034386,3.3120706154044055,13.927946880948712,17.348257966474886
Puerto Rico,2024,Latin America and the Caribbean,88,286071.0,Low Confidence,2024,42,138094.0,Very Low Confidence,2024,15,48940.0,Very Low Confidence,25.52,2024.0,Celsius,2024.0,Latin America & Caribbean,High Income,,2024.0,39343.7154660139,2023.0,361.194137542277,2020.0,3882000.0,2023.0,100.0,2024.0,3203295.0,145,473105.0,60.47,29.19,10.34,Household,1.21,4.0,Small (1M-10M),Hot (25°C-30°C),High GDP per Capita,9,100.0,10.58011694917305,5.892180359626101,15.171861300310235,14.979690837683917
Saint Barthélemy,2024,Latin America and the Caribbean,95,946.0,Very Low Confidence,2024,23,228.0,Very Low Confidence,2024,14,144.0,Very Low Confidence,,,,,,,,,,,,,,,,,,132,1318.0,71.78,17.3,10.93,Household,,,,,,2,100.01,,,,
Saint Kitts and Nevis,2024,Latin America and the Caribbean,88,4401.0,Low Confidence,2024,42,2125.0,Very Low Confidence,2024,15,753.0,Very Low Confidence,28.05,2024.0,Celsius,2024.0,Latin America & Caribbean,High Income,IBRD,2024.0,23960.6534357084,2023.0,179.838461538462,2020.0,301399.993896484,2023.0,100.0,2024.0,46843.0,145,7279.0,60.46,29.19,10.34,Household,6.43,4.0,Very Small (<1M),Hot (25°C-30°C),Upper-Middle GDP per Capita,9,99.99,10.084210058016561,5.197604155082442,12.616196862768577,10.754578211162029
Saint Lucia,2024,Latin America and the Caribbean,91,16441.0,Low Confidence,2024,48,8558.0,Very Low Confidence,2024,19,3421.0,Very Low Confidence,27.37,2024.0,Celsius,2024.0,Latin America & Caribbean,Upper Middle Income,Blend,2024.0,14181.6303351598,2023.0,293.909836065574,2020.0,432500.0,2023.0,100.0,2024.0,179744.0,158,28420.0,57.85,30.11,12.04,Household,2.41,3.0,Very Small (<1M),Hot (25°C-30°C),Lower-Middle GDP per Capita,9,100.0,9.559773279016405,5.686669669166575,12.977339917490127,12.099294458784726
Saint Martin (French part),2024,Latin America and the Caribbean,88,2641.0,Low Confidence,2024,42,1275.0,Very Low Confidence,2024,15,452.0,Very Low Confidence,,,,2024.0,Latin America & Caribbean,High Income,,2021.0,21668.3776525323,2023.0,550.3,,,2023.0,100.0,2024.0,26129.0,145,4368.0,60.46,29.19,10.35,Household,,4.0,Very Small (<1M),,Upper-Middle GDP per Capita,7,100.0,9.983655374807075,6.312279125595638,,10.170839358514659
Saint Vincent & Grenadines,2024,Latin America and the Caribbean,91,9134.0,Low Confidence,2024,48,4755.0,Very Low Confidence,2024,19,1901.0,Very Low Confidence,26.56,2024.0,Celsius,2024.0,Latin America & Caribbean,Upper Middle Income,Blend,2024.0,11501.2265187188,2023.0,259.802564102564,2019.0,392000.0,2023.0,100.0,2024.0,100616.0,158,15790.0,57.85,30.11,12.04,Household,3.9,3.0,Very Small (<1M),Hot (25°C-30°C),Lower-Middle GDP per Capita,9,100.0,9.350295905934656,5.563763661685778,12.879019669789754,11.519076508454734
Sint Maarten (Dutch part),2024,Latin America and the Caribbean,88,3521.0,Low Confidence,2024,42,1700.0,Very Low Confidence,2024,15,602.0,Very Low Confidence,,,,2024.0,Latin America & Caribbean,High Income,,2024.0,41472.5874498583,2023.0,1257.32352941176,2019.0,1952000.0,2023.0,100.0,2024.0,43350.0,145,5823.0,60.47,29.19,10.34,Household,45.03,4.0,Very Small (<1M),,High GDP per Capita,8,100.0,10.632812056609062,7.137535581788712,14.484365558250126,10.677085049993375
Suriname,2024,Latin America and the Caribbean,91,56630.0,Low Confidence,2024,48,29479.0,Very Low Confidence,2024,19,11783.0,Very Low Confidence,27.11,2024.0,Celsius,2024.0,Latin America & Caribbean,Upper Middle Income,Blend,2024.0,6961.78955961526,2023.0,3.91810706046897,2017.0,279000.0,2023.0,99.6,2024.0,634431.0,158,97892.0,57.85,30.11,12.04,Household,0.44,3.0,Very Small (<1M),Hot (25°C-30°C),Lower-Middle GDP per Capita,9,100.0,8.84833547182538,1.5929237126642084,12.53897064502647,13.360485389392569
Trinidad and Tobago,2024,Latin America and the Caribbean,88,134673.0,Low Confidence,2024,42,65011.0,Very Low Confidence,2024,15,23039.0,Very Low Confidence,27.11,2024.0,Celsius,2024.0,Latin America & Caribbean,High Income,IBRD,2024.0,18733.4110406494,2023.0,266.571150097466,2020.0,141000.0,2023.0,98.7,2024.0,1368333.0,145,222723.0,60.47,29.19,10.34,Household,0.1,4.0,Small (1M-10M),Hot (25°C-30°C),Upper-Middle GDP per Capita,9,100.0,9.83811727441924,5.589385512641977,11.856522261533737,14.129104499411156
Turks and Caicos Islands,2024,Latin America and the Caribbean,88,4401.0,Low Confidence,2024,42,2125.0,Very Low Confidence,2024,15,753.0,Very Low Confidence,,,,2024.0,Latin America & Caribbean,High Income,,2024.0,37506.7798431288,2023.0,48.6294736842105,2020.0,370399.993896484,2023.0,100.0,2024.0,46535.0,145,7279.0,60.46,29.19,10.34,Household,7.96,4.0,Very Small (<1M),,High GDP per Capita,8,99.99,10.532303652924572,3.904584884751873,12.822341465056404,10.747981485590598
United States Virgin Islands,2024,Latin America and the Caribbean,88,8802.0,Low Confidence,2024,42,4249.0,Very Low Confidence,2024,15,1506.0,Very Low Confidence,27.52,2024.0,Celsius,2024.0,Latin America & Caribbean,High Income,,2022.0,44320.909185774,2023.0,299.762857142857,2020.0,8612000.0,2023.0,100.0,2024.0,104377.0,145,14557.0,60.47,29.19,10.35,Household,82.51,4.0,Very Small (<1M),Hot (25°C-30°C),High GDP per Capita,9,100.01,10.69923439778971,5.70632210420821,15.96866725358343,11.55577420425507
Uruguay,2024,Latin America and the Caribbean,88,301034.0,Low Confidence,2024,42,145318.0,Very Low Confidence,2024,15,51500.0,Very Low Confidence,18.93,2024.0,Celsius,2024.0,Latin America & Caribbean,High Income,IBRD,2024.0,23906.5133029408,2023.0,19.3582504856588,2019.0,3480000.0,2023.0,100.0,2024.0,3386588.0,145,497852.0,60.47,29.19,10.34,Household,1.03,4.0,Small (1M-10M),Cool (10°C-20°C),Upper-Middle GDP per Capita,9,100.0,10.081948052657332,3.013486258995067,15.062543139106937,15.035333778112667
Venezuela (Boliv. Rep. of),2024,Latin America and the Caribbean,93,2626859.0,Medium Confidence,2024,23,645747.0,Very Low Confidence,2024,14,407469.0,Very Low Confidence,26.0,2024.0,Celsius,2024.0,Latin America & Caribbean,,IBRD,2024.0,4217.59102643391,2023.0,32.0853171588912,2017.0,429000.0,2023.0,100.0,2024.0,28405543.0,130,3680075.0,71.38,17.55,11.07,Household,0.02,,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,8,100.0,8.347256471287759,3.499089593601881,12.969214528909768,17.1620948953478
Fiji,2024,Melanesia,90,83945.0,Very Low Confidence,2024,31,28551.0,Very Low Confidence,2024,21,19570.0,Very Low Confidence,25.2,2024.0,Celsius,2024.0,East Asia & Pacific,Upper Middle Income,Blend,2024.0,6425.74151715712,2023.0,50.5826491516147,2020.0,168000.0,2023.0,99.3,2024.0,928784.0,142,132066.0,63.56,21.62,14.82,Household,0.18,3.0,Very Small (<1M),Hot (25°C-30°C),Lower-Middle GDP per Capita,9,100.0,8.76822292628915,3.943185359188886,12.031725210748633,13.741632559364607
New Caledonia,2024,Melanesia,87,25215.0,Very Low Confidence,2024,21,5970.0,Very Low Confidence,2024,13,3813.0,Very Low Confidence,22.68,2024.0,Celsius,2024.0,East Asia & Pacific,High Income,,2024.0,29213.1923192946,2023.0,15.8572210065646,2020.0,31000.0,2023.0,100.0,2024.0,292639.0,121,34998.0,72.05,17.06,10.89,Household,0.11,4.0,Very Small (<1M),Warm (20°C-25°C),Upper-Middle GDP per Capita,9,100.0,10.282409908510008,2.824779111382251,10.34177474101152,12.586698463624693
Papua New Guinea,2024,Melanesia,89,903213.0,Very Low Confidence,2024,31,315734.0,Very Low Confidence,2024,10,98134.0,Very Low Confidence,24.77,2024.0,Celsius,2024.0,East Asia & Pacific,Lower Middle Income,Blend,2024.0,3006.70564478923,2023.0,22.9422669257607,2020.0,39000.0,2023.0,20.5,2024.0,10576502.0,130,1317081.0,68.58,23.97,7.45,Household,0.0,2.0,Medium (10M-50M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,8.008932822830989,3.1756453876167794,10.571342565808699,16.17414540045701
Solomon Islands,2024,Melanesia,43,31242.0,Medium Confidence,2024,31,22419.0,Very Low Confidence,2024,10,6968.0,Very Low Confidence,25.89,2024.0,Celsius,2024.0,East Asia & Pacific,Lower Middle Income,IDA,2024.0,1933.55538435227,2023.0,28.581814933905,2020.0,4400.00009536743,2023.0,81.3,2024.0,819198.0,84,60629.0,51.53,36.98,11.49,Household,0.01,2.0,Very Small (<1M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,7.567632803532899,3.387159812192323,8.389587088480582,13.61608231256351
Vanuatu,2024,Melanesia,141,46687.0,Medium Confidence,2024,31,10275.0,Very Low Confidence,2024,10,3194.0,Very Low Confidence,24.39,2024.0,Celsius,2024.0,East Asia & Pacific,Lower Middle Income,IDA,2024.0,3410.77023167097,2023.0,26.2845775225595,2020.0,82400.0015258789,2023.0,61.6,2024.0,327777.0,182,60156.0,77.61,17.08,5.31,Household,0.25,2.0,Very Small (<1M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,8.134986565098727,3.306321616646576,11.319352870263977,12.700091828945656
Guam,2024,Micronesia,60,10173.0,Very Low Confidence,2024,21,3500.0,Very Low Confidence,2024,13,2235.0,Very Low Confidence,27.67,2024.0,Celsius,2024.0,East Asia & Pacific,High Income,,2022.0,41833.1517132825,2023.0,308.344444444444,2020.0,328000.0,2023.0,100.0,2024.0,167777.0,94,15908.0,63.95,22.0,14.05,Household,1.95,4.0,Very Small (<1M),Hot (25°C-30°C),High GDP per Capita,9,100.0,10.641468311561827,5.734455363013228,12.700771936142122,12.030396955957322
Kiribati,2024,Micronesia,62,8056.0,Very Low Confidence,2024,31,4048.0,Very Low Confidence,2024,10,1258.0,Very Low Confidence,27.79,2024.0,Celsius,2024.0,East Asia & Pacific,Lower Middle Income,IDA,2024.0,2288.63471423684,2023.0,163.617283950617,2019.0,12000.0,2023.0,95.9,2024.0,134518.0,103,13362.0,60.29,30.29,9.41,Household,0.09,2.0,Very Small (<1M),Hot (25°C-30°C),Low GDP per Capita,9,99.99,7.73614757039097,5.103623288505565,9.392745258631441,11.809460731987741
Marshall Islands,2024,Micronesia,63,2526.0,Very Low Confidence,2024,31,1228.0,Very Low Confidence,2024,21,842.0,Very Low Confidence,28.3,2024.0,Celsius,2024.0,East Asia & Pacific,Upper Middle Income,IDA,2024.0,7726.33668877794,2023.0,215.705555555556,2019.0,6099.99990463257,2023.0,100.0,2024.0,37548.0,115,4596.0,54.96,26.72,18.32,Household,0.16,3.0,Very Small (<1M),Hot (25°C-30°C),Lower-Middle GDP per Capita,9,100.0,8.952519540011089,5.378539545295165,8.71620795552041,10.53340202567921
Micronesia (Fed. States of),2024,Micronesia,38,4205.0,Medium Confidence,2024,31,3425.0,Very Low Confidence,2024,10,1065.0,Very Low Confidence,27.68,2024.0,Celsius,2024.0,East Asia & Pacific,Lower Middle Income,IDA,2024.0,4166.00476748564,2023.0,160.9,2019.0,18000.0,2023.0,86.9,2024.0,113160.0,79,8695.0,48.36,39.39,12.25,Household,0.16,2.0,Very Small (<1M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,8.334952775526824,5.0869788606835895,9.798182590890704,11.636566862421349
Nauru,2024,Micronesia,60,598.0,Very Low Confidence,2024,21,206.0,Very Low Confidence,2024,13,131.0,Very Low Confidence,,,,2024.0,East Asia & Pacific,High Income,IBRD,2024.0,13609.158837552,2023.0,593.75,,,2023.0,100.0,2024.0,11947.0,94,935.0,63.96,22.03,14.01,Household,,4.0,Very Small (<1M),,Lower-Middle GDP per Capita,7,100.0,9.518571766227815,6.388141149183067,,9.388319179336001
Northern Mariana Islands,2024,Micronesia,60,2992.0,Very Low Confidence,2024,21,1029.0,Very Low Confidence,2024,13,657.0,Very Low Confidence,27.35,2024.0,Celsius,2024.0,East Asia & Pacific,High Income,,2022.0,23785.754590043,2023.0,98.1369565217391,2019.0,487000.0,2023.0,100.0,2024.0,44278.0,94,4678.0,63.96,22.0,14.04,Household,11.0,4.0,Very Small (<1M),Hot (25°C-30°C),Upper-Middle GDP per Capita,9,100.0,10.076884174909233,4.596502293328988,13.096021455450709,10.698265803008391
Palau,2024,Micronesia,63,1263.0,Very Low Confidence,2024,31,614.0,Very Low Confidence,2024,21,421.0,Very Low Confidence,27.26,2024.0,Celsius,2024.0,East Asia & Pacific,High Income,IBRD,2023.0,15610.8231931032,2023.0,38.5369565217391,2020.0,18399.9996185303,2023.0,100.0,2024.0,17695.0,115,2298.0,54.96,26.72,18.32,Household,1.04,4.0,Very Small (<1M),Hot (25°C-30°C),Upper-Middle GDP per Capita,9,100.0,9.655783803172529,3.6772358426438765,9.820160269215451,9.781093904322061
Algeria,2024,Northern Africa,113,5057909.0,Very Low Confidence,2024,31,1398071.0,Very Low Confidence,2024,10,434537.0,Very Low Confidence,23.99,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",Upper Middle Income,IBRD,2024.0,5752.99076651465,2023.0,19.3825602290762,2020.0,591000.0,2023.0,100.0,2024.0,46814308.0,154,6890517.0,73.4,20.29,6.31,Household,0.01,3.0,Medium (10M-50M),Warm (20°C-25°C),Lower-Middle GDP per Capita,9,100.0,8.657648939402984,3.014679644491135,13.28957298843418,17.66169946201977
Egypt,2024,Northern Africa,163,18085437.0,Medium Confidence,2024,31,3455944.0,Very Low Confidence,2024,10,1074148.0,Very Low Confidence,23.95,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",Lower Middle Income,IBRD,2024.0,3338.47371395895,2023.0,115.059291777588,2019.0,13026000.0,2023.0,100.0,2024.0,116538258.0,204,22615529.0,79.97,15.28,4.75,Household,0.11,2.0,Very Large (>100M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,8.113568502884211,4.754101196534538,16.38245799485802,18.5737301804909
Libya,2024,Northern Africa,84,572937.0,Medium Confidence,2024,31,209068.0,Very Low Confidence,2024,21,143301.0,Very Low Confidence,22.95,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",Upper Middle Income,IBRD,2024.0,6569.16408678648,2023.0,4.15202780272117,,,2023.0,73.2,2024.0,7381023.0,136,925306.0,61.92,22.59,15.49,Household,,3.0,Small (1M-10M),Warm (20°C-25°C),Lower-Middle GDP per Capita,8,100.0,8.790294086324542,1.6393903852784018,,15.814422940338828
Morocco,2024,Northern Africa,113,4219805.0,Very Low Confidence,2024,31,1166408.0,Very Low Confidence,2024,10,362533.0,Very Low Confidence,19.16,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",Lower Middle Income,IBRD,2024.0,4153.1943359375,2023.0,84.5003473000224,2020.0,2802000.0,2023.0,100.0,2024.0,38081173.0,154,5748746.0,73.4,20.29,6.31,Household,0.07,2.0,Medium (10M-50M),Cool (10°C-20°C),Low GDP per Capita,9,100.0,8.331873786186623,4.4485204379230305,14.845844362766963,17.455230597244142
Sudan,2024,Northern Africa,116,5414527.0,Very Low Confidence,2024,31,1459412.0,Very Low Confidence,2024,10,453602.0,Very Low Confidence,27.8,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,984.607666015625,2023.0,26.7895026766595,2018.0,836000.0,2023.0,66.0,2024.0,50448963.0,157,7327541.0,73.89,19.92,6.19,Household,0.02,1.0,Large (50M-100M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,6.893258370768106,3.3246583478281604,13.636385088238372,17.736472769369694
Tunisia,2024,Northern Africa,172,2121810.0,Medium Confidence,2024,31,384859.0,Very Low Confidence,2024,10,119619.0,Very Low Confidence,21.2,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",Lower Middle Income,IBRD,2024.0,4181.13789301228,2023.0,78.530065653965,2020.0,2012000.0,2023.0,100.0,2024.0,12277109.0,213,2626288.0,80.79,14.65,4.55,Household,0.16,2.0,Medium (10M-50M),Warm (20°C-25°C),Low GDP per Capita,9,99.99,8.338577852427354,4.3761351344932224,14.514640307219535,16.32324711096645
Western Sahara,2024,Northern Africa,140,80958.0,Very Low Confidence,2024,23,13234.0,Very Low Confidence,2024,14,8351.0,Very Low Confidence,,,,,,,,,,,,,,,,,,177,102543.0,78.95,12.91,8.14,Household,,,,,,2,100.0,,,,
Bermuda,2024,Northern America,79,4718.0,Very Low Confidence,2024,49,2919.0,Very Low Confidence,2024,17,1020.0,Very Low Confidence,,,,2024.0,North America,High Income,,2024.0,142855.374713782,2023.0,1198.11111111111,2020.0,51400.0015258789,2023.0,100.0,2024.0,64636.0,145,8657.0,54.5,33.72,11.78,Household,0.8,4.0,Very Small (<1M),,High GDP per Capita,8,100.0,11.869595031890979,7.089335820551371,10.847412936192706,11.07654228122687
Canada,2024,Northern America,79,3019925.0,High Confidence,2024,80,3064632.0,Medium Confidence,2024,30,1146937.0,Medium Confidence,-2.89,2024.0,Celsius,2024.0,North America,High Income,,2024.0,54340.3477224733,2023.0,4.56079784268436,2019.0,32430000.0,2023.0,100.0,2024.0,41288599.0,189,7231494.0,41.76,42.38,15.86,Food Service,0.79,4.0,Medium (10M-50M),Cold (<10°C),High GDP per Capita,9,100.0,10.90304068433773,1.715741594853474,17.294594509119147,17.53609699077254
Greenland,2024,Northern America,79,4718.0,Very Low Confidence,2024,49,2919.0,Very Low Confidence,2024,17,1020.0,Very Low Confidence,-18.47,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2023.0,58498.9707973609,2023.0,0.138543062492386,,,2023.0,100.0,2024.0,56836.0,145,8657.0,54.5,33.72,11.78,Household,,4.0,Very Small (<1M),Cold (<10°C),High GDP per Capita,8,100.0,10.976781534029412,0.12974942969074918,,10.947942801085555
Saint Pierre and Miquelon,2024,Northern America,76,758.0,Very Low Confidence,2024,23,228.0,Very Low Confidence,2024,14,144.0,Very Low Confidence,,,,,,,,,,,,,,,,,,113,1130.0,67.08,20.18,12.74,Household,,,,,,2,100.0,,,,
United States of America,2024,Northern America,73,24716539.0,High Confidence,2024,74,24939986.0,High Confidence,2024,12,4011424.0,High Confidence,10.25,2024.0,Celsius,2024.0,North America,High Income,,2024.0,84534.0407841548,2023.0,36.8198061311277,2020.0,45037000.0,2023.0,100.0,2024.0,340110988.0,159,53667949.0,46.05,46.47,7.47,Food Service,0.13,4.0,Very Large (>100M),Cool (10°C-20°C),High GDP per Capita,9,99.99,11.344921411223837,3.6328329371232466,17.622994954321264,19.644782560540406
Denmark,2024,Northern Europe,79,464520.0,Eurostat,2024,11,64680.0,Eurostat,2024,17,99960.0,Eurostat,9.56,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,71026.4832271897,2023.0,148.6738,2020.0,15595000.0,2023.0,100.0,2024.0,5976992.0,107,629160.0,73.83,10.28,15.89,Household,2.61,4.0,Small (1M-10M),Cold (<10°C),High GDP per Capita,9,100.0,11.170822168831231,5.008458259408306,16.562460972147154,15.603428156649606
Estonia,2024,Northern Europe,61,81130.0,Eurostat,2024,8,10640.0,Eurostat,2024,15,19950.0,Eurostat,6.91,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,31428.3547816104,2023.0,32.0684764802247,2020.0,1695000.0,2023.0,100.0,2024.0,1372341.0,84,111720.0,72.62,9.52,17.86,Household,1.24,4.0,Small (1M-10M),Cold (<10°C),Upper-Middle GDP per Capita,9,100.0,10.355497600837987,3.4985804563898215,14.343193888767015,14.132029327342106
Faroe Islands,2024,Northern Europe,75,3768.0,Low Confidence,2024,18,885.0,Low Confidence,2024,12,594.0,Low Confidence,6.78,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,74119.6607553879,2023.0,39.7182481751825,,,2023.0,100.0,2024.0,54681.0,105,5247.0,71.81,16.87,11.32,Household,,4.0,Very Small (<1M),Cold (<10°C),High GDP per Capita,8,100.0,11.213449595030202,3.7066763500786766,,10.909289866613754
Finland,2024,Northern Europe,53,293620.0,Eurostat,2024,14,77560.0,Eurostat,2024,10,55400.0,Eurostat,2.87,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,53149.7671934051,2023.0,18.3705454665088,2020.0,896000.0,2023.0,100.0,2024.0,5619911.0,77,426580.0,68.83,18.18,12.99,Household,0.16,4.0,Small (1M-10M),Cold (<10°C),High GDP per Capita,9,100.0,10.88088781816084,2.9637536373997344,13.705696808027874,15.54182656338429
Iceland,2024,Northern Europe,75,27886.0,Low Confidence,2024,18,6547.0,Low Confidence,2024,12,4396.0,Low Confidence,1.77,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,86040.5309851288,2023.0,3.82488346722206,2020.0,488000.0,2023.0,100.0,2024.0,386506.0,105,38829.0,71.82,16.86,11.32,Household,1.26,4.0,Very Small (<1M),Cold (<10°C),High GDP per Capita,9,100.0,11.362585377099796,1.5737865826282125,13.098072734013513,12.864905258100459
Ireland,2024,Northern Europe,48,240960.0,Eurostat,2024,36,180720.0,Eurostat,2024,12,60240.0,Eurostat,10.65,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,112894.953240805,2023.0,77.1017273914937,2019.0,10951000.0,2023.0,100.0,2024.0,5395790.0,96,481920.0,50.0,37.5,12.5,Household,2.03,4.0,Small (1M-10M),Cool (10°C-20°C),High GDP per Capita,9,100.0,11.634221905746946,4.3580121742898275,16.208941425573755,15.501129763165299
Isle of Man,2024,Northern Europe,75,6029.0,Low Confidence,2024,18,1415.0,Low Confidence,2024,12,950.0,Low Confidence,9.92,2021.0,Celsius,2024.0,Europe & Central Asia,High Income,,2022.0,88328.548125887,2023.0,147.657894736842,,,2023.0,100.0,2024.0,84160.0,105,8394.0,71.83,16.86,11.32,Household,,4.0,Very Small (<1M),Cold (<10°C),High GDP per Capita,8,100.01,11.388829963977049,5.001647657598876,,11.340486910030222
Latvia,2024,Northern Europe,82,151700.0,Eurostat,2024,19,35150.0,Eurostat,2024,8,14800.0,Eurostat,7.86,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,23409.0845154775,2023.0,30.2701269484172,2020.0,3204000.0,2023.0,100.0,2024.0,1866124.0,109,201650.0,75.23,17.43,7.34,Household,1.72,4.0,Small (1M-10M),Cold (<10°C),Upper-Middle GDP per Capita,9,100.0,10.06092217070815,3.442663231212619,14.9799108992802,14.43937464635589
