"date","convenience_store","store","county_number","county","category","category_name","vendor_no","vendor","item","description","pack","liter_size","state_btl_cost","btl_price","bottle_qty","total"
"2014-11-13 00:00:00",NULL,3858,"82","Scott","1051100","APRICOT BRANDIES","434","Luxco-St Louis",54057,"Arrow Apricot Flav Brandy",12,1000,"$6.38","$9.57",12,"114.84"
"2014-11-13 00:00:00",NULL,3858,"82","Scott","1071100","AMERICAN COCKTAILS","55","Sazerac North America",57125,"Chi-Chi's Gold Margarita",6,1750,"$6.00","$9.25",6,"55.50"
"2014-11-13 00:00:00",NULL,3858,"82","Scott","1031200","FLAVORED VODKA","260","Diageo Americas",77740,"Smirnoff Raspberry",12,750,"$8.25","$12.38",3,"37.14"
"2014-11-13 00:00:00",NULL,3858,"82","Scott","1081200","CREAM LIQUEURS","330","Monsieur Henri Wines Ltd.",80326,"Mc Guires Original Cream Liqueur",12,750,"$6.41","$9.62",2,"19.24"
"2014-11-13 00:00:00",NULL,3858,"82","Scott","1081200","CREAM LIQUEURS","330","Monsieur Henri Wines Ltd.",80456,"Ryan's Cream Liqueur",12,750,"$5.70","$9.05",2,"18.10"
"2014-11-13 00:00:00",NULL,3858,"82","Scott","1081200","CREAM LIQUEURS","305","MHW Ltd",80489,"Tippy Cow Vanilla Soft Serve Mini",12,500,"$7.42","$11.13",1,"11.13"
"2014-11-13 00:00:00",NULL,3858,"82","Scott","1081305","APPLE SCHNAPPS","65","Jim Beam Brands",82604,"Dekuyper Sour Apple Pucker",24,375,"$3.07","$4.61",5,"23.05"
"2014-11-13 00:00:00",NULL,3858,"82","Scott","1081312","BUTTERSCOTCH SCHNAPPS","65","Jim Beam Brands",82786,"Dekuyper Buttershots Schnapps",12,750,"$6.30","$9.45",2,"18.90"
"2014-11-13 00:00:00",NULL,3858,"82","Scott","1081700","DISTILLED SPIRITS SPECIALTY","421","Sazerac Co. Inc.",86684,"Firefly Apple Pie Moonshine",12,750,"$9.88","$14.82",2,"29.64"
"2014-11-13 00:00:00",NULL,3858,"82","Scott","1081600","WHISKEY LIQUEUR","85","Brown-Forman Corporation",86886,"Southern Comfort",12,750,"$9.85","$14.78",12,"177.36"
"2014-11-13 00:00:00",NULL,3858,"82","Scott","1022100","TEQUILA","410","The Patron Spirits Company",88296,"Patron Tequila Silver",12,750,"$27.00","$40.50",1,"40.50"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1012100","CANADIAN WHISKIES","115","Constellation Wine Company Inc.",10550,"Black Velvet Toasted Caramel",12,750,"$6.75","$10.13",12,"121.56"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1012100","CANADIAN WHISKIES","260","Diageo Americas",11296,"Crown Royal",12,750,"$15.00","$22.50",12,"270.00"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1012100","CANADIAN WHISKIES","115","Constellation Wine Company Inc.",11776,"Black Velvet",12,750,"$5.23","$7.85",12,"94.20"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1012100","CANADIAN WHISKIES","65","Jim Beam Brands",15248,"Windsor Canadian Pet",6,1750,"$8.92","$13.38",6,"80.28"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1011200","STRAIGHT BOURBON WHISKIES","421","Sazerac Co. Inc.",18006,"Buffalo Trace Bourbon",12,750,"$12.48","$18.72",12,"224.64"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1032080","IMPORTED VODKA","65","Jim Beam Brands",34578,"Pinnacle Vodka",6,1750,"$11.08","$17.12",6,"102.72"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1032080","IMPORTED VODKA","115","Constellation Wine Company Inc.",34821,"Svedka Vodka",6,1750,"$14.75","$22.13",6,"132.78"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1032200","IMPORTED VODKA - MISC","65","Jim Beam Brands",35626,"Pinnacle Whipped",12,750,"$7.88","$11.82",12,"141.84"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1031080","80 PROOF VODKA","297","Laird And Company",35918,"Five O'clock Vodka",6,1750,"$7.20","$10.80",6,"64.80"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1031080","80 PROOF VODKA","434","Luxco-St Louis",36308,"Hawkeye Vodka",6,1750,"$7.17","$10.76",6,"64.56"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1031080","80 PROOF VODKA","205","E AND J GALLO WINERY",36969,"New Amsterdam Vodka",12,750,"$6.90","$10.35",12,"124.20"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1031080","80 PROOF VODKA","260","Diageo Americas",37996,"Smirnoff Vodka 80 Prf",12,750,"$8.25","$12.38",12,"148.56"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","35","Bacardi U.S.A. Inc.",43036,"Bacardi Gold Rum",12,750,"$8.00","$12.00",12,"144.00"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1062300","FLAVORED RUM","35","Bacardi U.S.A. Inc.",43197,"Bacardi Torched Cherry",12,750,"$7.75","$12.00",12,"144.00"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1062310","SPICED RUM","260","Diageo Americas",43336,"Captain Morgan Original Spiced",12,750,"$9.00","$13.50",12,"162.00"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1062310","SPICED RUM","260","Diageo Americas",43338,"Captain Morgan Spiced Rum",6,1750,"$18.00","$27.00",6,"162.00"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1082900","MISC. IMPORTED CORDIALS & LIQUEURS","192","Sidney Frank Importing Co.",65256,"Jagermeister Liqueur",12,750,"$12.05","$18.08",12,"216.96"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1081200","CREAM LIQUEURS","260","Diageo Americas",68049,"Bailey's Vanilla Cinnamon",12,750,"$13.25","$19.88",12,"238.56"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1081200","CREAM LIQUEURS","461","Campari(skyy)",68126,"Carolan's Irish Cream Liqueur",12,750,"$7.70","$11.55",12,"138.60"
"2014-11-13 00:00:00",NULL,3877,"77","Polk","1022100","TEQUILA","395","Proximo",87408,"Jose Cuervo Especial Silver",12,750,"$10.49","$15.74",12,"188.88"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1012100","CANADIAN WHISKIES","260","Diageo Americas",11296,"Crown Royal",12,750,"$15.00","$22.50",12,"270.00"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","434","Luxco-St Louis",36304,"Hawkeye Vodka",24,375,"$2.07","$3.11",1,"3.11"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1012100","CANADIAN WHISKIES","260","Diageo Americas",11298,"Crown Royal Canadian Whisky",6,1750,"$31.99","$47.99",6,"287.94"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1012100","CANADIAN WHISKIES","115","Constellation Wine Company Inc.",11788,"Black Velvet",6,1750,"$9.70","$14.93",60,"895.80"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1012300","IRISH WHISKIES","370","Pernod Ricard USA/Austin Nichols",15626,"Jameson",12,750,"$14.49","$21.74",12,"260.88"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1011200","STRAIGHT BOURBON WHISKIES","65","Jim Beam Brands",20248,"Old Crow",6,1750,"$9.44","$14.16",12,"169.92"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1011100","BLENDED WHISKIES","260","Diageo Americas",25608,"Seagrams 7 Crown Bl Whiskey",6,1750,"$11.96","$17.94",18,"322.92"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1011300","TENNESSEE WHISKIES","85","Brown-Forman Corporation",26826,"Jack Daniels Old #7 Black Lbl",12,750,"$14.53","$21.80",36,"784.80"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1011300","TENNESSEE WHISKIES","85","Brown-Forman Corporation",26828,"Jack Daniels Old #7 Black Lbl",6,1750,"$28.69","$43.04",6,"258.24"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1011500","STRAIGHT RYE WHISKIES","255","Wilson Daniels Ltd.",27102,"Templeton Rye",6,750,"$18.09","$27.14",6,"162.84"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1032080","IMPORTED VODKA","370","Pernod Ricard USA/Austin Nichols",34006,"Absolut Swedish Vodka 80 Prf",12,750,"$11.49","$17.24",12,"206.88"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1031080","80 PROOF VODKA","297","Laird And Company",35916,"Five O'clock Vodka",12,750,"$3.37","$5.06",24,"121.44"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1031080","80 PROOF VODKA","434","Luxco-St Louis",36306,"Hawkeye Vodka",12,750,"$3.34","$5.01",12,"60.12"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1031080","80 PROOF VODKA","434","Luxco-St Louis",36308,"Hawkeye Vodka",6,1750,"$7.17","$10.76",66,"710.16"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1031080","80 PROOF VODKA","260","Diageo Americas",37996,"Smirnoff Vodka 80 Prf",12,750,"$8.25","$12.38",12,"148.56"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1031080","80 PROOF VODKA","260","Diageo Americas",38006,"Smirnoff Vodka Traveller",12,750,"$8.25","$12.38",12,"148.56"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1031200","FLAVORED VODKA","260","Diageo Americas",40965,"Smirnoff Whipped Cream",12,750,"$8.25","$12.38",12,"148.56"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1031200","FLAVORED VODKA","380","Phillips Beverage Company",41693,"Uv Blue (raspberry) Vodka",12,750,"$6.25","$9.50",12,"114.00"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","35","Bacardi U.S.A. Inc.",43038,"Bacardi Gold Rum",6,1750,"$13.50","$21.00",6,"126.00"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","35","Bacardi U.S.A. Inc.",43128,"Bacardi Superior Rum",6,1750,"$13.50","$21.00",6,"126.00"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1062310","SPICED RUM","260","Diageo Americas",43336,"Captain Morgan Original Spiced",12,750,"$9.00","$13.50",12,"162.00"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1062310","SPICED RUM","260","Diageo Americas",43338,"Captain Morgan Spiced Rum",6,1750,"$18.00","$27.00",6,"162.00"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","434","Luxco-St Louis",45278,"Paramount White Rum",6,1750,"$7.84","$11.76",12,"141.12"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","434","Luxco-St Louis",46350,"Hawkeye Light Rum",6,1750,"$7.67","$11.51",6,"69.06"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1051010","AMERICAN GRAPE BRANDIES","205","E AND J GALLO WINERY",52596,"E & J Vs",12,750,"$5.92","$8.88",12,"106.56"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1071100","AMERICAN COCKTAILS","395","Proximo",58838,"Jose Cuervo Authentic Lime Margarita",6,1750,"$8.20","$12.30",18,"221.40"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1081600","WHISKEY LIQUEUR","421","Sazerac Co. Inc.",64866,"Fireball Cinnamon Whiskey",12,750,"$8.98","$13.47",24,"323.28"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1082900","MISC. IMPORTED CORDIALS & LIQUEURS","192","Sidney Frank Importing Co.",65256,"Jagermeister Liqueur",12,750,"$12.05","$18.08",24,"433.92"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1081200","CREAM LIQUEURS","260","Diageo Americas",68036,"Bailey's Original Irish Cream",12,750,"$13.25","$19.88",24,"477.12"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1081200","CREAM LIQUEURS","305","MHW Ltd",73055,"Rumchata",12,750,"$12.50","$18.75",12,"225.00"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1081700","DISTILLED SPIRITS SPECIALTY","384","Piedmont Distillers",76036,"Midnight Moon Apple Pie",6,750,"$11.00","$16.50",6,"99.00"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1081010","AMERICAN AMARETTO","434","Luxco-St Louis",76486,"Paramount Amaretto",12,750,"$3.38","$5.07",24,"121.68"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1081600","WHISKEY LIQUEUR","85","Brown-Forman Corporation",86886,"Southern Comfort",12,750,"$9.85","$14.78",12,"177.36"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1012200","SCOTCH WHISKIES","55","Sazerac North America",8828,"Lauder's",6,1750,"$11.18","$16.77",6,"100.62"
"2014-11-13 00:00:00",NULL,3888,"79","Poweshiek","1022100","TEQUILA","395","Proximo",89196,"Jose Cuervo Especial Reposado Tequila",12,750,"$10.49","$15.74",12,"188.88"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1012100","CANADIAN WHISKIES","115","Constellation Wine Company Inc.",10549,"Black Velvet Toasted Caramel Mini",10,600,"$4.96","$7.44",3,"22.32"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1012100","CANADIAN WHISKIES","65","Jim Beam Brands",10624,"Canadian Club Whisky",24,375,"$4.28","$6.42",1,"6.42"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1012100","CANADIAN WHISKIES","260","Diageo Americas",11294,"Crown Royal Canadian Whisky",24,375,"$7.75","$11.63",2,"23.26"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1012100","CANADIAN WHISKIES","115","Constellation Wine Company Inc.",11773,"Black Velvet",48,200,"$1.56","$2.34",7,"16.38"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1012100","CANADIAN WHISKIES","115","Constellation Wine Company Inc.",11774,"Black Velvet",24,375,"$3.07","$4.61",1,"4.61"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1012100","CANADIAN WHISKIES","115","Constellation Wine Company Inc.",11776,"Black Velvet",12,750,"$5.23","$7.85",5,"39.25"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1012100","CANADIAN WHISKIES","115","Constellation Wine Company Inc.",11788,"Black Velvet",6,1750,"$9.70","$14.93",1,"14.93"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1012100","CANADIAN WHISKIES","55","Sazerac North America",12404,"Canadian Ltd Whisky",24,375,"$2.05","$3.08",1,"3.08"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1012100","CANADIAN WHISKIES","55","Sazerac North America",12406,"Canadian Ltd Whisky",12,750,"$4.34","$6.51",1,"6.51"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1012100","CANADIAN WHISKIES","65","Jim Beam Brands",15248,"Windsor Canadian Pet",6,1750,"$8.92","$13.38",2,"26.76"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011200","STRAIGHT BOURBON WHISKIES","65","Jim Beam Brands",19063,"Jim Beam",48,200,"$3.10","$4.65",3,"13.95"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011200","STRAIGHT BOURBON WHISKIES","65","Jim Beam Brands",19064,"Jim Beam",24,375,"$4.76","$7.14",5,"35.70"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011200","STRAIGHT BOURBON WHISKIES","65","Jim Beam Brands",19066,"Jim Beam",12,750,"$10.49","$15.74",1,"15.74"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011200","STRAIGHT BOURBON WHISKIES","65","Jim Beam Brands",19068,"Jim Beam",6,1750,"$19.94","$29.91",1,"29.91"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011100","BLENDED WHISKIES","65","Jim Beam Brands",22784,"Beam's 8 Star Bl Whiskey",24,375,"$1.90","$2.85",24,"68.40"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011100","BLENDED WHISKIES","65","Jim Beam Brands",22786,"Beam's 8 Star Bl Whiskey",12,750,"$3.67","$5.51",1,"5.51"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011100","BLENDED WHISKIES","297","Laird And Company",23824,"Five Star",24,375,"$2.00","$3.00",12,"36.00"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011100","BLENDED WHISKIES","297","Laird And Company",23827,"Five Star",12,1000,"$4.40","$6.60",2,"13.20"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011100","BLENDED WHISKIES","65","Jim Beam Brands",24451,"Kessler Blend Whiskey Mini",12,500,"$5.23","$7.85",1,"7.85"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011100","BLENDED WHISKIES","65","Jim Beam Brands",24454,"Kessler Blend Whiskey",24,375,"$3.10","$4.65",2,"9.30"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011100","BLENDED WHISKIES","65","Jim Beam Brands",24456,"Kessler Blend Whiskey",12,750,"$5.51","$8.27",4,"33.08"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011100","BLENDED WHISKIES","65","Jim Beam Brands",24458,"Kessler Blend Whiskey",6,1750,"$11.02","$16.53",1,"16.53"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011100","BLENDED WHISKIES","260","Diageo Americas",25603,"Seagrams 7 Crown Bl Whiskey",48,200,"$1.96","$2.94",5,"14.70"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011100","BLENDED WHISKIES","260","Diageo Americas",25604,"Seagrams 7 Crown Bl Whiskey",24,375,"$3.50","$5.25",2,"10.50"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011100","BLENDED WHISKIES","260","Diageo Americas",25608,"Seagrams 7 Crown Bl Whiskey",6,1750,"$11.96","$17.94",1,"17.94"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011300","TENNESSEE WHISKIES","85","Brown-Forman Corporation",26823,"Jack Daniels Old #7 Black Lbl",48,200,"$4.08","$6.12",1,"6.12"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1011300","TENNESSEE WHISKIES","85","Brown-Forman Corporation",26826,"Jack Daniels Old #7 Black Lbl",12,750,"$14.53","$21.80",1,"21.80"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1041100","AMERICAN DRY GINS","297","Laird And Company",29993,"Five O'clock Gin",48,200,"$1.20","$1.80",1,"1.80"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1041100","AMERICAN DRY GINS","297","Laird And Company",29994,"Five O'clock Gin",24,375,"$1.99","$2.99",3,"8.97"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1041100","AMERICAN DRY GINS","297","Laird And Company",29996,"Five O'clock Gin",12,750,"$3.46","$5.19",4,"20.76"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1041100","AMERICAN DRY GINS","370","Pernod Ricard USA/Austin Nichols",32233,"Seagrams Extra Dry Gin",48,200,"$1.99","$2.99",2,"5.98"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1041100","AMERICAN DRY GINS","370","Pernod Ricard USA/Austin Nichols",32236,"Seagrams Extra Dry Gin",12,750,"$6.49","$9.74",1,"9.74"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1032080","IMPORTED VODKA","370","Pernod Ricard USA/Austin Nichols",34004,"Absolut Swedish Vodka 80 Prf",24,375,"$6.49","$9.74",1,"9.74"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1032080","IMPORTED VODKA","370","Pernod Ricard USA/Austin Nichols",34006,"Absolut Swedish Vodka 80 Prf",12,750,"$11.49","$17.24",3,"51.72"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1032080","IMPORTED VODKA","35","Bacardi U.S.A. Inc.",34359,"Grey Goose Vodka",12,200,"$5.00","$7.50",1,"7.50"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1032080","IMPORTED VODKA","35","Bacardi U.S.A. Inc.",34433,"Grey Goose Vodka",12,750,"$18.49","$27.74",1,"27.74"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","297","Laird And Company",35914,"Five O'clock Vodka",24,375,"$1.93","$2.90",10,"29.00"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","297","Laird And Company",35916,"Five O'clock Vodka",12,750,"$3.37","$5.06",12,"60.72"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","297","Laird And Company",35918,"Five O'clock Vodka",6,1750,"$7.20","$10.80",6,"64.80"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","434","Luxco-St Louis",36306,"Hawkeye Vodka",12,750,"$3.34","$5.01",2,"10.02"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","434","Luxco-St Louis",36308,"Hawkeye Vodka",6,1750,"$7.17","$10.76",1,"10.76"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","300","Mccormick Distilling Company",36886,"Mccormick Vodka",12,750,"$3.31","$4.97",3,"14.91"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","300","Mccormick Distilling Company",36903,"Mccormick Vodka",48,200,"$1.13","$1.70",7,"11.90"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","300","Mccormick Distilling Company",36904,"Mccormick Vodka Pet",24,375,"$1.80","$2.70",30,"81.00"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","300","Mccormick Distilling Company",36908,"Mccormick Vodka Pet",6,1750,"$7.47","$11.21",6,"67.26"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","205","E AND J GALLO WINERY",36968,"New Amsterdam Vodka",24,375,"$3.50","$5.25",1,"5.25"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","205","E AND J GALLO WINERY",36971,"New Amsterdam Vodka",6,1750,"$13.32","$19.98",1,"19.98"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","260","Diageo Americas",37416,"Popov Vodka 80 Prf",12,750,"$4.50","$6.75",1,"6.75"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","255","Wilson Daniels Ltd.",37880,"Seagrams Extra Smooth",24,200,"$1.76","$2.64",2,"5.28"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","255","Wilson Daniels Ltd.",37886,"Seagrams Vodka",12,750,"$5.38","$8.07",1,"8.07"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","255","Wilson Daniels Ltd.",37889,"Seagrams Extra Smooth",12,375,"$2.80","$4.20",2,"8.40"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","55","Sazerac North America",37934,"Skol Vodka",24,375,"$1.74","$2.61",2,"5.22"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","260","Diageo Americas",37994,"Smirnoff Vodka 80 Prf",24,375,"$4.75","$7.13",1,"7.13"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","260","Diageo Americas",37996,"Smirnoff Vodka 80 Prf",12,750,"$8.25","$12.38",2,"24.76"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031080","80 PROOF VODKA","301","Fifth Generation Inc.",38176,"Titos Vodka",12,750,"$9.65","$14.48",2,"28.96"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031200","FLAVORED VODKA","205","E AND J GALLO WINERY",40289,"New Amsterdam Coconut",12,750,"$6.90","$10.35",1,"10.35"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031200","FLAVORED VODKA","205","E AND J GALLO WINERY",40599,"New Amsterdam Red Berry",12,750,"$6.90","$10.35",2,"20.70"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031200","FLAVORED VODKA","260","Diageo Americas",41078,"Jeremiah Weed Sweet Tea Vodka",6,1750,"$14.97","$22.46",1,"22.46"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031200","FLAVORED VODKA","380","Phillips Beverage Company",41693,"Uv Blue (raspberry) Vodka",12,750,"$6.25","$9.50",2,"19.00"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1101100","AMERICAN ALCOHOL","434","Luxco-St Louis",41846,"Everclear Alcohol",12,750,"$9.00","$13.50",1,"13.50"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1031200","FLAVORED VODKA","380","Phillips Beverage Company",41989,"Uv Cake Vodka",12,750,"$6.25","$9.50",1,"9.50"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1062300","FLAVORED RUM","370","Pernod Ricard USA/Austin Nichols",42718,"Malibu Coconut Rum",6,1750,"$16.49","$24.74",1,"24.74"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","35","Bacardi U.S.A. Inc.",43124,"Bacardi Superior Rum",24,375,"$4.50","$6.75",6,"40.50"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","35","Bacardi U.S.A. Inc.",43126,"Bacardi Superior Rum",12,750,"$8.00","$12.00",3,"36.00"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1062300","FLAVORED RUM","35","Bacardi U.S.A. Inc.",43136,"Bacardi Limon",12,750,"$7.75","$12.00",1,"12.00"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1062310","SPICED RUM","260","Diageo Americas",43331,"Captain Morgan Spiced Rum Mini",12,500,"$5.50","$8.25",1,"8.25"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1062310","SPICED RUM","260","Diageo Americas",43333,"Captain Morgan Spiced Rum Pet",48,200,"$2.13","$3.20",10,"32.00"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1062310","SPICED RUM","260","Diageo Americas",43334,"Captain Morgan Spiced Rum",24,375,"$5.00","$7.50",4,"30.00"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1062310","SPICED RUM","260","Diageo Americas",43336,"Captain Morgan Original Spiced",12,750,"$9.00","$13.50",6,"81.00"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1062300","FLAVORED RUM","260","Diageo Americas",43415,"Captain Morgan Lime Bite",12,750,"$9.00","$13.50",1,"13.50"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","434","Luxco-St Louis",45278,"Paramount White Rum",6,1750,"$7.84","$11.76",2,"23.52"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","434","Luxco-St Louis",46350,"Hawkeye Light Rum",6,1750,"$7.67","$11.51",2,"23.02"
"2014-11-13 00:00:00",NULL,3920,"23","Clinton","1052010","IMPORTED GRAPE BRANDIES","420","Moet Hennessy USA Inc.",48099,"Hennessy VS",24,200,"$5.49","$8.24",6,"49.44"
